dim,trace_2,eigenvalues
8,-1.087327905172581,"[-1.2685107584632684, -1.5761297124673104, 1.5067799079307371, -0.6144207504383679, 2.1062351097356813, -1.553376367844303, 0.47167910837532245, -0.1595844420010719]"
7,3.6360129551132756,"[-0.8593788330534384, -0.12958580308414813, 0.16275242948042967, 1.8397950220798722, 0.6121795645327275, 2.6997521554534596, -0.6895015802956266]"
10,4.0940234077971915,"[1.7074422754410805, 1.5630165770738178, 1.365383328306144, -1.1377053726148703, -0.10167848772929622, 0.6557421495303077, -0.7565566660145091, -1.0654468448262395, 1.8973398699955415, -0.033513421364783635]"
10,-0.4440577831206436,"[0.8768217919415542, -2.001101772429798, -0.8340667273967612, -2.6922056132260335, 1.8490879150813746, 2.6148940195765884, 1.557229920447249, -0.5648123512593153, -1.654299353843468, 0.4043943879879661]"
5,-3.4010604913544853,"[-0.2506225700619109, 0.7352580262021511, -0.959962883651601, -0.43162509381937086, -2.4941079700237534]"
11,4.671614693398803,"[0.21778063973918682, -0.06959665992463826, 0.991350060028592, 1.8568611869955682, 0.5928671763756372, 0.5767364357548788, -0.12577068402912106, -1.5659890091603694, 1.1775725339828553, 1.9012676714684162, -0.8814646578322021]"
8,2.4561423023552305,"[-2.3053846458802267, 0.5965565054110753, 1.3034285139267099, -0.721438916205404, 1.8619399845575884, -0.4034630493466387, 0.33465192919074394, 1.7898519807013824]"
8,-1.2455865642988684,"[0.005340263030337855, -1.4936339416658657, 0.0954545982440238, -2.636286943636727, -0.3821389615015751, 0.9589147215559475, -0.18535008081183246, 2.3921137804868233]"
10,2.09947588732457,"[2.7653932244163255, 1.954122758618381, 1.9871886129109222, -0.4135753814605989, -1.237089033137049, -1.0981765106974126, -0.47074703491875747, -0.5653858567998862, 0.0526404025245939, -0.8748952941319481]"
9,7.294780024286762,"[-1.3412088722749966, 0.15518293409348427, 2.3217966572277464, 0.9488812282461789, 1.9451751892362474, 0.9859107644099576, 0.16561438923650318, 0.059862433938116855, 2.0535653001735237]"
11,-2.3510092849189497,"[1.4033579189875645, -1.5658359898770906, -1.6391717488526172, -0.9436309274876853, -1.6430107888579986, 0.9970342876457496, -1.1570165258074812, -1.5606822425051672, 0.6450475306123566, 0.7749197565788699, 2.33797944464455]"
2,-1.0713124167076098,"[0.757261425613935, -1.8285738423215447]"
5,0.25241126698906924,"[-1.248737592948176, -0.5260596778676385, 1.381383777089987, 2.545829411587891, -1.900004650872994]"
3,4.01640120274271,"[0.9273440399720658, 2.1667110709155177, 0.9223460918551258]"
12,0.7310758501691788,"[0.9728072551428335, -0.4134021462648061, 1.0459568436436997, -0.49093650653664644, -0.7019608547272305, 1.1315841165603229, 1.2187576033220267, 1.208173969694864, -2.014234818966147, -1.6837576676896213, 0.6077520916472823, -0.14966403565739883]"
10,0.023929128612715456,"[0.5739783428807144, -0.5113717386946526, -1.009829386596115, -0.30582735513289894, 0.7917771315861426, 1.7556530238431018, 2.3643338624642882, -0.4398628464376628, -1.7366571907271984, -1.4582647145730039]"
6,-5.873734720301485,"[-1.5485589753923357, 0.9493377978120341, -0.9777104035683608, -0.422553198742452, -1.9708114964985706, -1.9034384439118002]"
7,0.6626041961996882,"[-0.9844897685858007, 1.0820889328103709, 1.5651180622206424, -0.8882180580645425, 0.21248991893978442, 0.5448637691953695, -0.8692486603161358]"
2,1.9496138689089837,"[2.506171938123162, -0.5565580692141783]"
8,-4.122227170815384,"[-1.7476289862570562, 0.23290858461013153, 0.4498181533487653, -0.2938748404125282, -1.0883342906193185, -1.9994145146379594, 0.20131628065036455, 0.1229824425022179]"
8,-5.581467818731826,"[-1.7090761287336385, 0.7480005920877337, -0.5560731207705518, 2.1674967795249542, -2.2896622105722995, -2.627947742673046, 0.6205175273866765, -1.934723514981655]"
12,-4.268686707065296,"[0.25802358972969497, 0.8982540668913361, -1.3554262814736817, -1.8875219837353163, -0.7756288395968158, -0.18188593244520002, -2.138695452354142, -0.15764147667760753, 0.430569919725301, 1.24513013023673, 0.9070657549007302, -1.5109302022663242]"
5,-5.0674138884201785,"[-0.7338891277234922, -2.1995058761288386, -0.7371969712209681, -1.1649750261518288, -0.2318468871950512]"
10,5.792495327812119,"[1.0742579554127398, 0.7651954277719257, -0.09647169934230337, 2.5240975833429844, -0.7346546765731232, -0.5049247309446958, 0.5716804938075746, 1.479505825598101, 1.4570008188159913, -0.743191670077076]"
6,2.05274580066684,"[-1.9089663519635554, -2.63138975407776, 2.5001321497027376, 2.122726594823654, 1.493719662167082, 0.4765235000146819]"
11,2.2944035680545203,"[-1.8756234707703576, 1.153839513427196, 1.4553237926033096, 2.1642616696974097, -0.9100168232429555, -1.2799585306090087, -0.2089413479239326, 2.0124230300297143, 0.33614191926493087, -0.9498431662050506, 0.3967969817832646]"
